,CNTY_FIPS,STATE_FIPS,COUNTY_NAME,STATE_NAME,05/24/2020,05/25/2020
400,317,13,Wilkes,Georgia,0.3903562,0.3903562
401,321,13,Worth,Georgia,0.4751781,0.4751781
402,1,15,Hawaii,Hawaii,0.5438009333333333,0.5438009333333333
403,3,15,Honolulu,Hawaii,0.6109707875,0.6109707875
404,7,15,Kauai,Hawaii,0.5906773,0.5906773
405,9,15,Maui,Hawaii,0.4320838599999999,0.43208385999999993
406,5,16,Bannock,Idaho,0.5851814999999999,0.5851815
407,13,16,Blaine,Idaho,0.3549589,0.3549589
408,17,16,Bonner,Idaho,0.4503014,0.4503014
409,19,16,Bonneville,Idaho,0.46698225,0.46698225
410,27,16,Canyon,Idaho,0.4490562,0.44905619999999996
411,31,16,Cassia,Idaho,0.3379607,0.3379607
412,55,16,Kootenai,Idaho,0.40752225,0.40752225
413,57,16,Latah,Idaho,0.49205479999999996,0.4920548
414,59,16,Lemhi,Idaho,0.1768645,0.1768645
415,65,16,Madison,Idaho,0.2707013,0.2707013
416,69,16,Nez Perce,Idaho,0.3489521,0.3489521
417,83,16,Twin Falls,Idaho,0.5147026,0.5147026
418,1,17,Adams,Illinois,0.48928409999999994,0.4892841
419,5,17,Bond,Illinois,0.31746579999999996,0.3174658
420,11,17,Bureau,Illinois,0.31427525,0.31427525
421,19,17,Champaign,Illinois,0.5157246,0.5157246
422,21,17,Christian,Illinois,0.3750635,0.3750635
423,25,17,Clay,Illinois,0.309863,0.309863
424,27,17,Clinton,Illinois,0.2090846,0.2090846
425,29,17,Coles,Illinois,0.5960909000000001,0.5960909
426,31,17,Cook,Illinois,0.5110349434782611,0.511034943478261
427,33,17,Crawford,Illinois,0.3596712,0.3596712
428,37,17,DeKalb,Illinois,0.38740175,0.38740175
429,39,17,De Witt,Illinois,0.08127854,0.08127854
430,43,17,DuPage,Illinois,0.6426049833333333,0.6426049833333333
431,49,17,Effingham,Illinois,0.2873828,0.2873828
432,53,17,Ford,Illinois,0.3718356,0.3718356
433,57,17,Fulton,Illinois,0.44842309999999996,0.4484231
434,61,17,Greene,Illinois,0.09917808,0.09917808
435,63,17,Grundy,Illinois,0.4224103,0.4224103
436,65,17,Hamilton,Illinois,0.34969859999999997,0.3496986
437,69,17,Hardin,Illinois,0.2840548,0.2840548
438,73,17,Henry,Illinois,0.24684935,0.24684935000000002
439,75,17,Iroquois,Illinois,0.11013699999999998,0.110137
440,77,17,Jackson,Illinois,0.53906155,0.53906155
441,81,17,Jefferson,Illinois,0.3888264500000001,0.38882645000000005
442,83,17,Jersey,Illinois,0.15211429999999998,0.1521143
443,85,17,Jo Daviess,Illinois,0.2642192,0.2642192
444,89,17,Kane,Illinois,0.4986727400000001,0.49867274000000006
445,91,17,Kankakee,Illinois,0.4019585,0.4019585
446,95,17,Knox,Illinois,0.31303275,0.31303275
447,97,17,Lake,Illinois,0.56550148,0.56550148
448,99,17,LaSalle,Illinois,0.31115086666666664,0.31115086666666664
449,101,17,Lawrence,Illinois,0.2183014,0.2183014
450,103,17,Lee,Illinois,0.3259444,0.3259444
451,105,17,Livingston,Illinois,0.39073709999999995,0.3907371
452,107,17,Logan,Illinois,0.48109589999999997,0.4810959
453,109,17,McDonough,Illinois,0.3105632,0.3105632
454,111,17,McHenry,Illinois,0.47252355,0.47252354999999996
455,113,17,McLean,Illinois,0.46929750000000003,0.4692975
456,115,17,Macon,Illinois,0.47406985,0.47406985
457,117,17,Macoupin,Illinois,0.20860275,0.20860275
458,119,17,Madison,Illinois,0.4895552800000001,0.4895552800000001
459,121,17,Marion,Illinois,0.3758323,0.3758323
460,125,17,Mason,Illinois,0.1294247,0.1294247
461,135,17,Montgomery,Illinois,0.36915065,0.36915065
462,137,17,Morgan,Illinois,0.2362342,0.2362342
463,141,17,Ogle,Illinois,0.1755036,0.1755036
464,143,17,Peoria,Illinois,0.5849493,0.5849493
465,145,17,Perry,Illinois,0.36861245,0.36861245
466,147,17,Piatt,Illinois,0.30719179999999996,0.3071918
467,149,17,Pike,Illinois,0.1191233,0.1191233
468,157,17,Randolph,Illinois,0.32876710000000003,0.32876710000000003
469,159,17,Richland,Illinois,0.26779369999999997,0.2677937
